Date,SPX,D,E,CPI,Date_Fraction,GS10,SPX_real,Div_Real,SPX_TR_Real,E_Real,CAPE,SPX_TR,Bond_10y_TR_monthly,Bond_10y_TR
1871-01-31,4.44,0.26,0.4,12.46,1871.04,5.32,115.42,6.76,115.42,10.4,,1438.1332000000002,1.004384981207988,1.004384981207988
1871-02-28,4.5,0.26,0.4,12.84,1871.13,5.32,113.51,6.56,114.06,10.09,,1464.5304,1.0036223167878762,1.0080231817869083
1871-03-31,4.61,0.26,0.4,13.03,1871.21,5.33,114.59,6.46,115.68,9.94,,1507.3104,1.0043931340474506,1.0124515627474358
1871-04-30,4.74,0.26,0.4,12.56,1871.29,5.33,122.28,6.71,124.01,10.32,,1557.5656000000001,1.0043931340474506,1.016899398179136
1871-05-31,4.86,0.26,0.4,12.27,1871.38,5.33,128.29,6.86,130.69,10.56,,1603.5663,1.0036308244148835,1.0205915813415252
1871-06-30,4.82,0.26,0.4,12.08,1871.46,5.34,129.24,6.97,132.25,10.73,,1597.58,1.0044012865560399,1.0250834973476912
1871-07-31,4.73,0.26,0.4,12.08,1871.54,5.34,126.83,6.97,130.37,10.73,,1574.8696,1.0044012865560399,1.0295951835633859
1871-08-31,4.79,0.26,0.4,11.89,1871.63,5.34,130.49,7.08,134.74,10.9,,1602.0586000000003,1.0036393314702625,1.0333422217165589
1871-09-30,4.84,0.26,0.4,12.18,1871.71,5.35,128.76,6.92,133.56,10.64,,1626.7608,1.0044094387337785,1.0378986809342445
1871-01-31,4.59,0.26,0.4,12.37,1871.79,5.35,120.23,6.81,125.3,10.48,,1549.9609999999998,1.0044094387337785,1.0424752315796937
1871-11-30,4.64,0.26,0.4,12.37,1871.88,5.35,121.54,6.81,127.25,10.48,,1574.0825,1.003647837954245,1.0462780122958104
1871-12-31,4.74,0.26,0.4,12.65,1871.96,5.36,121.36,6.66,127.64,10.24,,1614.646,1.0044175905807027,1.0509000401877246
1872-01-31,4.86,0.26,0.4,12.65,1872.04,5.36,124.44,6.74,131.47,10.31,,1663.0955000000001,1.0028958051356012,1.0539432419211037
1872-02-29,4.88,0.27,0.41,12.65,1872.13,5.38,124.95,6.83,132.61,10.37,,1677.5165000000002,1.0029135217005247,1.0570139284275621
1872-03-31,5.04,0.27,0.41,12.84,1872.21,5.4,127.13,6.81,135.53,10.28,,1740.2052,1.00293123502591,1.0601122846774438
1872-04-30,5.18,0.27,0.41,13.13,1872.29,5.42,127.82,6.74,136.87,10.12,,1797.1031000000003,1.0037073673617798,1.0640425103614788
1872-05-31,5.18,0.28,0.41,13.13,1872.38,5.43,127.82,6.83,137.48,10.18,,1805.1124,1.002957798947168,1.067189734178368
1872-06-30,5.13,0.28,0.42,13.03,1872.46,5.45,127.51,6.96,137.77,10.32,,1795.1431,1.002975504188331,1.0703651617021597
1872-07-31,5.1,0.28,0.42,12.84,1872.54,5.47,128.65,7.15,139.63,10.53,,1792.8491999999999,1.00299320620164,1.073568985342186
1872-08-31,5.04,0.29,0.42,12.94,1872.63,5.49,126.2,7.18,137.62,10.52,,1780.8028,1.0030109049904201,1.076801399557713
1872-09-30,4.95,0.29,0.42,13.03,1872.71,5.51,123.04,7.21,134.84,10.5,,1756.9651999999999,1.0030286005579914,1.0800626008772594
1872-01-31,4.97,0.29,0.43,12.75,1872.79,5.53,126.3,7.45,139.09,10.8,,1773.3975,1.0038008572119828,1.0841677646031966
1872-11-30,4.95,0.3,0.43,13.13,1872.88,5.54,122.15,7.32,135.19,10.55,,1775.0447000000001,1.0030551378768287,1.0874800466056724
1872-12-31,5.07,0.3,0.43,12.94,1872.96,5.56,126.95,7.51,141.2,10.77,,1827.1279999999997,1.003072825405865,1.0908216829212536
1873-01-31,5.11,0.3,0.43,12.94,1873.04,5.58,127.95,7.57,143.01,10.83,,1850.5493999999999,1.0053510634777614,1.0966587389894837
1873-02-28,5.15,0.31,0.44,13.23,1873.13,5.57,126.17,7.47,141.72,10.66,,1874.9556,1.0053432682008774,1.1025184807567405
1873-03-31,5.11,0.31,0.44,13.23,1873.21,5.56,125.19,7.53,141.32,10.72,,1869.6635999999999,1.0053354728303159,1.1084009381557391
1873-04-30,5.04,0.31,0.44,13.23,1873.29,5.55,123.47,7.59,140.1,10.78,,1853.523,1.0053276773662319,1.1143061407466617
1873-05-31,5.05,0.31,0.44,12.94,1873.38,5.54,126.45,7.82,144.21,11.08,,1866.0774000000001,1.0053198818087956,1.1202341177142492
1873-06-30,4.98,0.32,0.45,12.56,1873.46,5.53,128.47,8.13,147.3,11.48,,1850.0880000000002,1.0045561213918608,1.1253380403418594
1873-07-31,4.97,0.32,0.45,12.56,1873.54,5.53,128.22,8.19,147.78,11.54,,1856.1168,1.0053120861581624,1.1313159329692128
1873-08-31,4.97,0.32,0.45,12.56,1873.63,5.52,128.22,8.26,148.58,11.61,,1866.1648000000002,1.0053042904145018,1.1373167612282344
1873-09-30,4.59,0.32,0.45,12.56,1873.71,5.51,118.41,8.32,138.02,11.67,,1733.5312000000001,1.0052964945779703,1.1433405532875145
1873-01-31,4.19,0.33,0.46,12.27,1873.79,5.5,110.61,8.58,129.75,12.01,,1592.0325,1.0052886986487377,1.1493873369267331
1873-11-30,4.04,0.33,0.46,11.89,1873.88,5.49,110.06,8.92,129.99,12.46,,1545.5811,1.005280902626961,1.155457139533705
1873-12-31,4.42,0.33,0.46,12.18,1873.96,5.48,117.59,8.78,139.74,12.24,,1702.0332,1.0052731065128098,1.1615499881014528
1874-01-31,4.66,0.33,0.46,12.37,1874.04,5.47,122.07,8.64,145.92,12.05,,1805.0303999999996,1.0067835659528053,1.1694294390532192
1874-02-28,4.8,0.33,0.46,12.37,1874.13,5.44,125.74,8.64,151.17,12.05,,1869.9728999999998,1.007523540581366,1.1782276888949803
1874-03-31,4.73,0.33,0.46,12.37,1874.21,5.4,123.9,8.64,149.83,12.05,,1853.3971000000001,1.0067339367861932,1.1861617996717415
1874-04-30,4.6,0.33,0.46,12.18,1874.29,5.37,122.38,8.78,148.87,12.24,,1813.2366,1.0067126729795095,1.1941241159337244
1874-05-31,4.48,0.33,0.46,12.08,1874.38,5.34,120.13,8.85,147.03,12.33,,1776.1224,1.0074562107821137,1.2030277570421313
1874-06-30,4.46,0.33,0.46,11.8,1874.46,5.3,122.48,9.06,150.83,12.63,,1779.7940000000003,1.0066630711586162,1.2110436165930933
1874-07-31,4.46,0.33,0.46,11.89,1874.54,5.27,121.5,8.99,150.55,12.53,,1790.0395000000003,1.0066418191551647,1.2190871492835214
1874-08-31,4.47,0.33,0.46,11.8,1874.63,5.24,122.76,9.06,153.04,12.63,,1805.872,1.007388944511407,1.2280949165841466
1874-09-30,4.54,0.33,0.46,11.8,1874.71,5.2,124.68,9.06,156.38,12.63,,1845.284,1.0065922450713594,1.2361908192451598
1874-01-31,4.53,0.33,0.46,11.61,1874.79,5.17,126.44,9.21,159.56,12.84,,1852.4915999999998,1.006571005039665,1.2443138353484073
1874-11-30,4.57,0.33,0.46,11.51,1874.88,5.14,128.61,9.29,163.27,12.95,,1879.2377000000001,1.0073217425284786,1.2534243808754522
1874-12-31,4.54,0.33,0.46,11.51,1874.96,5.1,127.77,9.29,163.18,12.95,,1878.2018,1.0065214590880576,1.2615985366953053
1875-01-31,4.54,0.33,0.45,11.51,1875.04,5.07,127.77,9.22,164.16,12.71,,1889.4815999999998,1.0072747398017912,1.2707763377840842
1875-02-28,4.53,0.33,0.44,11.51,1875.13,5.03,127.49,9.15,164.78,12.48,,1896.6178,1.0072478955145947,1.2799867919027625
1875-03-31,4.59,0.32,0.44,11.51,1875.21,4.99,129.18,9.08,167.94,12.24,,1932.9894,1.007221061772225,1.2892296555947245
1875-04-30,4.65,0.32,0.43,11.61,1875.29,4.95,129.79,8.93,169.71,11.91,,1970.3331,1.0071942386245747,1.2985046813789511
1875-05-31,4.47,0.32,0.42,11.32,1875.38,4.91,127.91,9.09,168.24,11.97,,1904.4768000000001,1.0071674261217236,1.307811617751447
1875-06-30,4.38,0.32,0.41,11.13,1875.46,4.87,127.48,9.17,168.68,11.93,,1877.4084000000003,1.0071406243139467,1.317150209187225
1875-07-31,4.39,0.31,0.4,11.13,1875.54,4.83,127.77,9.1,170.06,11.69,,1892.7678,1.0071138332516976,1.3265201961428215
1875-08-31,4.41,0.31,0.39,11.23,1875.63,4.79,127.27,8.95,170.39,11.35,,1913.4796999999999,1.007087052985632,1.3359213150593965
1875-09-30,4.37,0.31,0.39,11.13,1875.71,4.75,127.19,8.95,171.28,11.21,,1906.3464000000001,1.0070602835665945,1.3453532983663736
1875-01-31,4.3,0.31,0.38,11.13,1875.79,4.71,125.15,8.88,169.53,10.96,,1886.8689000000002,1.007033525045622,1.3548158744856436
1875-11-30,4.37,0.3,0.37,11.04,1875.88,4.67,128.29,8.88,174.78,10.81,,1929.5711999999999,1.0070067774739448,1.3643087678363324
1875-12-31,4.37,0.3,0.36,10.94,1875.96,4.63,129.4,8.88,177.31,10.66,,1939.7713999999999,1.0069800409029883,1.3738316988401356
1876-01-31,4.46,0.3,0.35,10.85,1876.04,4.59,133.23,8.96,183.57,10.55,,1991.7344999999998,1.0045789027377945,1.3801223405672236
1876-02-29,4.52,0.3,0.35,10.85,1876.13,4.58,135.02,8.96,187.07,10.36,,2029.7095,1.0045710990014378,1.3864310164200524
1876-03-31,4.51,0.3,0.34,10.85,1876.21,4.57,134.72,8.96,187.69,10.16,,2036.4364999999998,1.0045632951883317,1.3927577104062359
1876-04-30,4.34,0.3,0.33,10.75,1876.29,4.56,130.79,9.04,183.26,10.04,,1970.0449999999998,1.0053473368009558,1.400205254965906
1876-05-31,4.18,0.3,0.33,10.37,1876.38,4.54,130.59,9.37,184.08,10.21,,1908.9096,1.004539883290287,1.4065620234058978
1876-06-30,4.15,0.3,0.32,10.09,1876.46,4.53,133.32,9.64,189.06,10.28,,1907.6154,1.0045320791719694,1.4129366738562588
1876-07-31,4.1,0.3,0.31,10.09,1876.54,4.52,131.72,9.64,187.92,10.07,,1896.1127999999999,1.0045242749777976,1.4193291878949992
1876-08-31,3.93,0.3,0.31,10.18,1876.62,4.51,125.07,9.55,179.58,9.76,,1828.1244000000002,1.0045164707079592,1.4257395465970786
1876-09-30,3.69,0.3,0.3,10.28,1876.71,4.5,116.35,9.46,168.19,9.46,,1728.9932,1.0045086663626288,1.4321677305326905
1876-01-31,3.67,0.3,0.29,10.47,1876.79,4.49,113.61,9.29,165.35,9.08,,1731.2145,1.005295337534694,1.4397515420721578
1876-11-30,3.6,0.3,0.29,10.56,1876.87,4.47,110.44,9.2,161.85,8.8,,1709.136,1.0044852528755268,1.4462091918162812
1876-12-31,3.58,0.3,0.28,10.75,1876.96,4.46,107.89,9.04,159.21,8.44,,1711.5075000000002,1.0044774482300576,1.452684518602472
1877-01-31,3.55,0.29,0.28,10.94,1877.04,4.45,105.12,8.61,156.19,8.34,,1708.7186,1.0044696435100118,1.459177500533138
1877-02-28,3.34,0.28,0.28,10.66,1877.12,4.44,101.55,8.57,151.95,8.61,,1619.7869999999998,1.0044618387155693,1.4656881151979044
1877-03-31,3.17,0.27,0.29,10.18,1877.21,4.43,100.89,8.67,152.03,9.07,,1547.6653999999999,1.0044540338469081,1.472216339672007
1877-04-30,2.94,0.26,0.29,10.47,1877.29,4.42,91.02,8.15,138.18,8.88,,1446.7446000000002,1.0044462289042186,1.4787621505147195
1877-05-31,2.94,0.25,0.29,10.66,1877.37,4.41,89.39,7.73,136.69,8.77,,1457.1154,1.0044384238876767,1.485325523767756
1877-06-30,2.73,0.25,0.29,10.09,1877.46,4.4,87.7,7.87,135.12,9.32,,1363.3608,1.0036335005131378,1.4907224548205429
1877-07-31,2.85,0.24,0.29,10.18,1877.54,4.4,90.7,7.5,140.7,9.28,,1432.3259999999998,1.0044306187974723,1.4973272777506847
1877-08-31,3.05,0.23,0.29,9.8,1877.62,4.39,100.84,7.5,157.39,9.7,,1542.422,1.004422813633782,1.5039496772489542
1877-09-30,3.24,0.22,0.3,9.7,1877.71,4.38,108.17,7.26,169.78,9.85,,1646.866,1.0044150083967964,1.5105896277023676
1877-01-31,3.31,0.21,0.3,9.7,1877.79,4.37,110.51,6.95,174.36,9.91,,1691.292,1.004407203086692,1.5172471029723023
1877-11-30,3.26,0.2,0.3,9.51,1877.87,4.36,111.01,6.78,176.05,10.16,,1674.2355,1.0043993977036596,1.5239220763930028
1877-12-31,3.25,0.19,0.3,9.51,1877.96,4.35,110.67,6.47,176.36,10.22,,1677.1836,1.0043915922478766,1.5306145207700583
1878-01-31,3.25,0.19,0.3,9.23,1878.04,4.34,114.1,6.64,182.7,10.56,,1686.321,1.0043837867195342,1.5373244083789364
1878-02-28,3.18,0.19,0.3,9.13,1878.12,4.33,112.8,6.68,181.52,10.7,,1657.2776000000003,1.0043759811188098,1.544051710963488
1878-03-31,3.24,0.19,0.3,8.94,1878.21,4.32,117.38,6.79,189.79,10.96,,1696.7225999999998,1.0043681754458955,1.5507963997345116
1878-04-30,3.33,0.19,0.3,8.85,1878.29,4.31,121.93,6.84,198.08,11.11,,1753.008,1.0043603697009689,1.5575584453682856
1878-05-31,3.34,0.19,0.3,8.56,1878.37,4.3,126.38,7.03,206.25,11.51,,1765.5,1.0043525638842221,1.5643378180051608
1878-06-30,3.41,0.19,0.31,8.37,1878.46,4.29,131.96,7.16,216.33,11.8,,1810.6821,1.004344757995833,1.5711344872481225
1878-07-31,3.48,0.18,0.31,8.47,1878.54,4.28,133.15,7.05,219.25,11.7,,1857.0475000000001,1.0043369520359946,1.5779484221614146
1878-08-31,3.45,0.18,0.31,8.56,1878.62,4.27,130.54,6.94,215.9,11.6,,1848.1040000000003,1.004329146004885,1.5847795912691294
1878-09-30,3.52,0.18,0.31,8.56,1878.71,4.26,133.19,6.91,221.23,11.63,,1893.7288,1.004321339902698,1.591627962553862
1878-01-31,3.48,0.18,0.31,8.47,1878.79,4.25,133.15,6.95,222.14,11.8,,1881.5258000000001,1.0043135337296119,1.5984935034553316
1878-11-30,3.47,0.18,0.31,8.37,1878.87,4.24,134.28,7.0,224.99,11.97,,1883.1662999999999,1.0043057274858203,1.6053761808690643
1878-12-31,3.45,0.18,0.31,8.18,1878.96,4.23,136.61,7.13,229.89,12.28,,1880.5001999999997,1.0042979211715055,1.6122759611450521
1879-01-31,3.58,0.18,0.32,8.28,1879.04,4.22,140.13,7.11,236.81,12.36,,1960.7867999999999,1.0050948543968943,1.620490272414699
1879-02-28,3.71,0.18,0.32,8.37,1879.12,4.2,143.57,7.09,243.62,12.45,,2039.0993999999998,1.0042745018072858,1.6274170610128247
1879-03-31,3.65,0.19,0.33,8.28,1879.21,4.19,142.87,7.24,243.46,12.82,,2015.8488,1.0050725870923916,1.635672275790456
1879-04-30,3.77,0.19,0.33,8.18,1879.29,4.17,149.28,7.39,255.43,13.2,,2089.4174,1.0050577431997072,1.643945086120285
1879-05-31,3.94,0.19,0.34,8.18,1879.37,4.15,156.01,7.46,268.01,13.43,,2192.3217999999997,1.0042354681405943,1.650907963157434
1879-06-30,3.96,0.19,0.35,8.09,1879.46,4.14,158.65,7.61,273.63,13.82,,2213.6666999999998,1.0050354788342735,1.6592210752632468
1879-07-31,4.04,0.19,0.35,8.18,1879.54,4.12,159.97,7.59,277.01,13.89,,2265.9418,1.0050206369111239,1.667551421837428
1879-08-31,4.07,0.19,0.36,8.18,1879.62,4.1,161.16,7.65,280.17,14.12,,2291.7906000000003,1.0041964327530095,1.6745491892413542
1879-09-30,4.22,0.2,0.36,8.47,1879.71,4.09,161.47,7.46,281.78,13.87,,2386.6766,1.0049983755152656,1.6829192149079661
1879-01-31,4.68,0.2,0.37,8.94,1879.79,4.07,169.54,7.13,296.91,13.34,,2654.3754,1.0049835355820427,1.6913061026971634
1879-11-30,4.93,0.2,0.37,9.42,1879.87,4.05,169.58,6.82,297.97,12.87,,2806.8774000000003,1.0041573956681393,1.6983375313620142
1879-12-31,4.92,0.2,0.38,9.7,1879.96,4.04,164.26,6.68,289.6,12.69,,2809.12,1.0049612771864296,1.7067634546112176
1880-01-31,5.11,0.21,0.39,9.99,1880.04,4.02,165.73,6.65,293.16,12.62,,2928.6684000000005,1.0057596843017809,1.7165938732875952
1880-02-29,5.2,0.21,0.4,9.99,1880.12,3.99,168.64,6.81,299.33,12.92,,2990.3067,1.004924183899067,1.725046697199675
1880-03-31,5.3,0.22,0.41,10.09,1880.21,3.97,170.27,6.91,303.23,13.09,,3059.5907,1.0057245442344382,1.7349218033242662
1880-04-30,5.18,0.22,0.42,9.7,1880.29,3.94,172.94,7.34,309.08,13.91,,2998.0759999999996,1.005703465888416,1.7448168706485954
1880-05-31,4.77,0.23,0.43,9.42,1880.37,3.91,164.08,7.74,294.39,14.65,,2773.1538,1.0048648452543312,1.7533051347214472
1880-06-30,4.79,0.23,0.44,9.23,1880.46,3.89,168.16,8.07,302.93,15.27,,2796.0439,1.0056683448576365,1.7632434728657131
1880-07-31,5.01,0.24,0.44,9.23,1880.54,3.86,175.88,8.25,318.08,15.59,,2935.8784,1.005647277994909,1.7732009989296946
1880-08-31,5.19,0.24,0.45,9.23,1880.62,3.83,182.2,8.43,330.78,15.91,,3053.0994,1.0048055198603685,1.7817221515464765
1880-09-30,5.18,0.25,0.46,9.32,1880.71,3.81,180.0,8.51,328.06,16.07,,3057.5192,1.0056121762056451,1.7917214902104566
1880-01-31,5.33,0.25,0.47,9.32,1880.79,3.78,185.21,8.69,338.88,16.39,,3158.3616,1.0055911209496515,1.8017392217703132
1880-11-30,5.61,0.26,0.48,9.42,1880.87,3.75,192.97,8.77,354.42,16.54,,3338.6364000000003,1.0047462079313807,1.8102906507549592
1880-12-31,5.84,0.26,0.49,9.51,1880.96,3.73,198.87,8.85,366.61,16.69,,3486.4611,1.0055560386084297,1.820348695503033
1881-01-31,6.19,0.27,0.49,9.42,1881.04,3.7,212.92,9.12,393.91,16.71,18.47,3710.6322,1.0038840905584547,1.8274190946843318
1881-02-28,6.17,0.27,0.48,9.51,1881.12,3.69,210.11,9.19,390.13,16.4,18.15,3710.1362999999997,1.0030516240332579,1.832995690712505
1881-03-31,6.24,0.28,0.48,9.51,1881.21,3.69,212.49,9.36,396.0,16.26,18.27,3765.96,1.0038762807182626,1.8401008965650723
1881-04-30,6.22,0.28,0.47,9.61,1881.29,3.68,209.72,9.44,392.3,15.96,17.95,3770.0029999999997,1.0038684708181047,1.8472192731858026
1881-05-31,6.5,0.29,0.47,9.51,1881.37,3.67,221.35,9.71,415.56,15.98,18.87,3951.9755999999998,1.0030352086853729,1.8528259691675644
1881-06-30,6.58,0.29,0.47,9.51,1881.46,3.67,224.07,9.88,422.22,15.83,19.03,4015.3122000000003,1.0038606608581861,1.8599791018637604
1881-07-31,6.35,0.3,0.46,9.61,1881.54,3.66,214.1,9.95,405.0,15.54,18.12,3892.0499999999997,1.003852850838697,1.8671453239063351
1881-08-31,6.2,0.3,0.46,9.8,1881.62,3.65,204.98,9.92,389.31,15.1,17.29,3815.2380000000003,1.0030187919941371,1.8727818472620341
1881-09-30,6.25,0.31,0.45,10.18,1881.71,3.65,198.91,9.71,379.32,14.4,16.72,3861.4775999999997,1.0038450407598432,1.879982769799051
1881-01-31,6.15,0.31,0.45,10.28,1881.79,3.64,193.91,9.77,371.35,14.14,16.26,3817.478,1.0038372306218188,1.8871966972518157
1881-11-30,6.19,0.32,0.44,10.18,1881.87,3.63,197.0,10.03,378.85,14.14,16.48,3856.693,1.0030023739593117,1.8928627674717435
1881-12-31,6.01,0.32,0.44,10.18,1881.96,3.63,191.27,10.18,369.47,14.0,15.96,3761.2046,1.003829420424819,1.9001113348148793
1882-01-31,5.92,0.32,0.44,10.18,1882.04,3.62,188.41,10.18,365.58,13.98,15.68,3721.6043999999997,1.0029941644379725,1.9058005806017704
1882-02-28,5.79,0.32,0.44,10.28,1882.12,3.62,182.56,10.09,355.87,13.82,15.15,3658.3435999999997,1.0029941644379725,1.9115068609260755
1882-03-31,5.78,0.32,0.44,10.28,1882.21,3.62,182.25,10.09,356.89,13.79,15.09,3668.8291999999997,1.0029941644379725,1.9172302267920007
1882-04-30,5.78,0.32,0.44,10.37,1882.29,3.62,180.58,10.0,355.25,13.64,14.92,3683.9424999999997,1.0029941644379725,1.9229707293564673
1882-05-31,5.71,0.32,0.44,10.47,1882.37,3.62,176.77,9.91,349.38,13.49,14.57,3658.0086,1.0029941644379725,1.9287284199295684
1882-06-30,5.68,0.32,0.44,10.56,1882.46,3.62,174.26,9.82,346.03,13.35,14.33,3654.0768,1.0021675172968048,1.9329089721406048
1882-07-31,6.0,0.32,0.43,10.47,1882.54,3.63,185.75,9.91,370.49,13.44,15.24,3879.0303000000004,1.0030023739593117,1.9387122877042797
1882-08-31,6.18,0.32,0.43,10.56,1882.62,3.63,189.59,9.82,379.8,13.29,15.53,4010.688,1.0030023739593117,1.9445330269914807
1882-09-30,6.24,0.32,0.43,10.28,1882.71,3.63,196.75,10.09,395.82,13.64,16.08,4069.0296,1.0030023739593117,1.9503712423147415
1882-01-31,6.07,0.32,0.43,10.18,1882.79,3.63,193.18,10.18,390.34,13.74,15.76,3973.6611999999996,1.0030023739593117,1.9562269861436576
1882-11-30,5.81,0.32,0.43,10.09,1882.87,3.63,186.65,10.28,378.88,13.84,15.19,3822.8992,1.0030023739593117,1.962100311105358
1882-12-31,5.84,0.32,0.43,9.99,1882.96,3.63,189.4,10.38,386.22,13.95,15.38,3858.3378000000002,1.0030023739593117,1.9679912699849782
1883-01-31,5.81,0.32,0.43,9.99,1883.04,3.63,188.43,10.4,386.0,13.86,15.27,3856.14,1.0030023739593117,1.9738999157261339
1883-02-28,5.68,0.32,0.43,10.09,1883.12,3.63,182.48,10.33,375.57,13.65,14.76,3789.5013,1.0030023739593117,1.9798263014313975
1883-03-31,5.75,0.32,0.42,9.99,1883.21,3.63,186.48,10.46,385.61,13.7,15.05,3852.2439000000004,1.0030023739593117,1.9857704803627756
1883-04-30,5.87,0.32,0.42,9.9,1883.29,3.63,192.2,10.59,399.27,13.75,15.48,3952.773,1.0030023739593117,1.9917325059421866
1883-05-31,5.77,0.32,0.42,9.8,1883.37,3.63,190.77,10.72,398.13,13.8,15.34,3901.6740000000004,1.0030023739593117,1.9977124317519421
1883-06-30,5.82,0.33,0.42,9.51,1883.46,3.63,198.19,11.07,415.56,14.13,15.9,3951.9755999999998,1.0030023739593117,2.0037103115352273
1883-07-31,5.73,0.33,0.41,9.32,1883.54,3.63,199.11,11.32,419.46,14.33,15.95,3909.3672,1.003829420424819,2.011383360727641
1883-08-31,5.47,0.33,0.41,9.32,1883.62,3.62,190.07,11.35,402.42,14.25,15.2,3750.5544000000004,1.0029941644379725,2.0174057732574613
1883-09-30,5.53,0.33,0.41,9.23,1883.71,3.62,194.14,11.5,413.06,14.31,15.49,3812.5438000000004,1.0029941644379725,2.0234462178807093
1883-01-31,5.38,0.33,0.41,9.23,1883.79,3.62,188.87,11.53,403.9,14.22,15.05,3727.997,1.0029941644379725,2.0295047485884377
1883-11-30,5.46,0.33,0.4,9.13,1883.87,3.62,193.68,11.68,416.25,14.28,15.41,3800.3625,1.0029941644379725,2.0355814195333575
1883-12-31,5.34,0.33,0.4,9.23,1883.96,3.62,187.47,11.59,404.98,14.04,14.9,3737.9654000000005,1.0029941644379725,2.041676285030322
1884-01-31,5.18,0.33,0.39,9.23,1884.04,3.62,181.85,11.53,394.92,13.78,14.43,3645.1116,1.0038216101690502,2.0494787758831023
1884-02-29,5.32,0.33,0.39,9.23,1884.12,3.61,186.77,11.47,407.67,13.52,14.81,3762.7941000000005,1.0038137998547036,2.0572950777407835
1884-03-31,5.3,0.33,0.38,9.23,1884.21,3.6,186.07,11.41,408.21,13.25,14.74,3767.7783,1.0029777443873005,2.063421176611547
1884-04-30,5.06,0.32,0.37,9.04,1884.29,3.6,181.38,11.59,400.05,13.26,14.35,3616.4519999999998,1.0038059894819857,2.071274535906637
1884-05-31,4.65,0.32,0.36,8.85,1884.37,3.59,170.27,11.78,377.71,13.27,13.47,3342.7335,1.0037981790510884,2.0791416074579705
1884-06-30,4.46,0.32,0.36,8.85,1884.46,3.58,163.31,11.72,364.44,13.0,12.91,3225.294,1.0037903685622185,2.0870223204432796
1884-07-31,4.46,0.32,0.35,8.75,1884.54,3.57,165.08,11.78,370.59,12.86,13.04,3242.6625,1.0037825580155693,2.0949166034501445
1884-08-31,4.74,0.32,0.34,8.75,1884.62,3.56,175.45,11.72,396.05,12.58,13.86,3465.4375,1.003774747411347,2.1028243844760057
1884-09-30,4.59,0.32,0.33,8.66,1884.71,3.55,171.76,11.79,389.95,12.44,13.57,3376.967,1.002936688379226,2.108999724409449
1884-01-31,4.44,0.31,0.33,8.56,1884.79,3.55,168.0,11.85,383.64,12.3,13.27,3283.9584,1.0037669367497448,2.1169441929765287
1884-11-30,4.35,0.31,0.32,8.37,1884.87,3.54,168.33,12.06,386.7,12.29,13.3,3236.6789999999996,1.0037591260309708,2.1249020529984595
1884-12-31,4.34,0.31,0.31,8.28,1884.96,3.53,169.88,12.13,392.57,12.13,13.43,3250.4795999999997,1.003751315255218,2.1328732304857168
1885-01-31,4.24,0.3,0.31,8.28,1885.04,3.52,165.96,11.91,385.82,12.0,13.13,3194.5896,1.0037435044226946,2.140857650857087
1885-02-28,4.37,0.3,0.3,8.37,1885.12,3.51,169.11,11.54,395.36,11.74,13.38,3309.1632,1.003735693533594,2.148855238939739
1885-03-31,4.38,0.29,0.3,8.18,1885.21,3.5,173.43,11.58,407.74,11.88,13.73,3335.3132,1.0045609473263308,2.1586560544964533
1885-04-30,4.37,0.29,0.3,8.28,1885.29,3.48,171.05,11.22,404.33,11.61,13.55,3347.8523999999998,1.0037122605288733,2.166669548162974
1885-05-31,4.32,0.28,0.29,8.09,1885.37,3.47,173.07,11.25,411.33,11.75,13.71,3327.6596999999997,1.0037044494154943,2.1746958659042357
1885-06-30,4.3,0.28,0.29,7.9,1885.46,3.46,176.42,11.28,421.52,11.9,13.98,3330.008,1.0036966382465533,2.1827349298167587
1885-07-31,4.46,0.27,0.29,7.99,1885.54,3.45,180.81,10.91,434.18,11.62,14.33,3469.0982000000004,1.0045239118254203,2.1926094301775145
1885-08-31,4.71,0.26,0.28,7.99,1885.62,3.43,190.94,10.67,460.65,11.48,15.13,3680.5935,1.0036732044083616,2.200663332802258
1885-09-30,4.65,0.26,0.28,7.9,1885.71,3.42,190.78,10.56,462.39,11.49,15.12,3652.881,1.003665393019182,2.2087296288198806
1885-01-31,4.92,0.25,0.28,7.9,1885.79,3.41,201.86,10.33,491.32,11.35,15.99,3881.4280000000003,1.0036575815754545,2.2168082376154126
1885-11-30,5.24,0.25,0.27,7.99,1885.87,3.4,212.43,9.96,519.07,11.08,16.82,4147.3693,1.0044868819907664,2.226754794573752
1885-12-31,5.2,0.24,0.27,8.18,1885.96,3.38,205.9,9.5,505.06,10.69,16.3,4131.3908,1.0036341469189904,2.2348471486497994
1886-01-31,5.2,0.24,0.28,7.99,1886.04,3.37,210.81,9.66,519.06,11.15,16.69,4147.2894,1.0019521115939325,2.2392098196793455
1886-02-28,5.3,0.24,0.28,7.99,1886.12,3.38,214.86,9.6,531.01,11.35,17.01,4242.7699,1.001125246578255,2.2417294828669347
1886-03-31,5.19,0.24,0.29,7.9,1886.21,3.4,212.94,9.64,528.24,11.69,16.84,4173.0960000000005,1.0019779806404376,2.2461635803851436
1886-04-30,5.12,0.23,0.29,7.8,1886.29,3.41,212.63,9.69,529.47,12.04,16.8,4129.866,1.001986602418192,2.2506258143855917
1886-05-31,5.02,0.23,0.3,7.61,1886.37,3.42,213.68,9.86,534.16,12.56,16.86,4064.9575999999997,1.0019952235775071,2.2551163160746
