Date,SPX,D,E,CPI,Date_Fraction,10y UST,SPX_real,Div_Real, SPX_TR_Real ,E_Real,CAPE,,,,
1971.11,92.78,3.08,5.61,40.90,1971.87,5.81,734.99,24.37," 115,406.03 ",44.44,15.64,,,,
1971.12,99.17,3.07,5.70,41.10,1971.96,5.93,781.79,24.20," 123,070.75 ",44.93,16.60,,,,
1972.01,103.30,3.07,5.74,41.10,1972.04,5.95,814.34,24.20," 128,513.61 ",45.22,17.26,,,,
1972.02,105.20,3.07,5.77,41.30,1972.12,6.08,825.31,24.08," 130,560.31 ",45.29,17.46,,,,
1972.03,107.70,3.07,5.81,41.40,1972.21,6.07,842.88,24.03," 133,656.86 ",45.47,17.81,,,,
1972.04,108.80,3.07,5.86,41.50,1972.29,6.19,849.43,23.97," 135,013.35 ",45.78,17.92,,,,
1972.05,107.70,3.07,5.92,41.60,1972.37,6.13,838.83,23.91," 133,643.76 ",46.08,17.66,,,,
1972.06,108.00,3.07,5.97,41.70,1972.46,6.11,839.14,23.85," 134,011.35 ",46.39,17.64,,,,
1972.07,107.20,3.07,6.03,41.90,1972.54,6.11,828.95,23.77," 132,700.01 ",46.60,17.40,,,,
1972.08,111.00,3.08,6.08,42.00,1972.62,6.21,856.29,23.73," 137,393.40 ",46.93,17.94,,,,
1972.09,109.40,3.08,6.14,42.10,1972.71,6.55,841.95,23.70," 135,408.25 ",47.25,17.61,,,,
1972.1,109.60,3.10,6.23,42.30,1972.79,6.48,839.50,23.77," 135,332.98 ",47.75,17.53,,,,
1972.11,115.10,3.13,6.33,42.40,1972.87,6.28,879.55,23.89," 142,110.10 ",48.35,18.34,,,,
1972.12,117.50,3.15,6.42,42.50,1972.96,6.36,895.77,24.01," 145,055.28 ",48.94,18.65,,,,
1973.01,118.40,3.16,6.55,42.60,1973.04,6.46,900.52,24.01," 146,147.22 ",49.79,18.71,,,,
1973.02,114.20,3.16,6.67,42.90,1973.12,6.64,862.50,23.89," 140,300.30 ",50.40,17.89,,,,
1973.03,112.40,3.17,6.80,43.30,1973.21,6.71,841.06,23.72," 137,134.80 ",50.88,17.41,,,,
1973.04,110.30,3.19,6.94,43.60,1973.29,6.67,819.67,23.68," 133,968.48 ",51.60,16.94,,,,
1973.05,107.20,3.20,7.09,43.90,1973.37,6.85,791.19,23.64," 129,635.51 ",52.30,16.31,,,,
1973.06,104.80,3.22,7.23,44.20,1973.46,6.90,768.22,23.60," 126,195.34 ",53.00,15.81,,,,
1973.07,105.80,3.24,7.38,44.30,1973.54,7.13,773.80,23.67," 127,435.96 ",54.00,15.89,,,,
1973.08,103.80,3.25,7.54,45.10,1973.62,7.40,745.71,23.37," 123,129.95 ",54.14,15.28,,,,
1973.09,105.60,3.27,7.69,45.20,1973.71,7.09,756.96,23.44," 125,310.55 ",55.12,15.48,,,,
1973.1,109.80,3.31,7.85,45.60,1973.79,6.79,780.17,23.49," 129,475.68 ",55.75,15.91,,,,
1973.11,102.00,3.34,8.00,45.90,1973.87,6.73,720.01,23.60," 119,818.21 ",56.49,14.65,,,,
1973.12,94.78,3.38,8.16,46.20,1973.96,6.74,664.70,23.70," 110,942.71 ",57.23,13.49,,,,
1974.01,96.11,3.40,8.23,46.60,1974.04,6.99,668.24,23.64," 111,862.66 ",57.20,13.53,,,,
1974.02,93.45,3.42,8.29,47.20,1974.12,6.96,641.48,23.48," 107,711.55 ",56.93,12.96,,,,
1974.03,97.44,3.44,8.36,47.80,1974.21,7.21,660.48,23.32," 111,226.98 ",56.67,13.31,,,,
1974.04,92.46,3.46,8.49,48.00,1974.29,7.51,624.11,23.36," 105,430.35 ",57.29,12.55,,,,
1974.05,89.67,3.48,8.61,48.60,1974.37,7.58,597.81,23.20," 101,313.23 ",57.42,12.00,,,,
1974.06,89.79,3.50,8.74,49.00,1974.46,7.54,593.72,23.14," 100,947.51 ",57.79,11.89,,,,
1974.07,79.31,3.53,8.86,49.40,1974.54,7.81,520.18,23.15," 88,771.30 ",58.13,10.39,,,,
1974.08,76.03,3.56,8.99,50.00,1974.62,8.04,492.68,23.07," 84,406.88 ",58.23,9.82,,,,
1974.09,68.12,3.59,9.11,50.60,1974.71,8.04,436.19,22.99," 75,056.82 ",58.33,8.68,,,,
1974.1,69.44,3.59,9.04,51.10,1974.79,7.90,440.29,22.78," 76,089.30 ",57.30,8.74,,,,
1974.11,71.74,3.60,8.96,51.50,1974.87,7.68,451.34,22.63," 78,324.85 ",56.39,8.95,,,,
1974.12,67.07,3.60,8.89,51.90,1974.96,7.43,418.71,22.47," 72,986.85 ",55.50,8.29,,,,
1975.01,72.56,3.62,8.74,52.10,1975.04,7.50,451.24,22.53," 78,985.38 ",54.37,8.92,,,,
1975.02,80.10,3.65,8.60,52.50,1975.12,7.39,494.34,22.51," 86,857.02 ",53.05,9.76,,,,
1975.03,83.78,3.67,8.45,52.70,1975.21,7.73,515.08,22.56," 90,833.05 ",51.95,10.16,,,,
1975.04,84.72,3.68,8.29,52.90,1975.29,8.23,518.89,22.56," 91,836.45 ",50.75,10.23,,,,
1975.05,90.10,3.70,8.12,53.20,1975.37,8.06,548.73,22.51," 97,449.65 ",49.47,10.82,,,,
1975.06,92.40,3.71,7.96,53.60,1975.46,7.86,558.54,22.43," 99,523.36 ",48.12,11.01,,,,
1975.07,92.49,3.71,7.89,54.20,1975.54,8.06,552.90,22.18," 98,846.81 ",47.19,10.90,,,,
1975.08,85.71,3.71,7.83,54.30,1975.62,8.40,511.42,22.14," 91,761.93 ",46.70,10.09,,,,
1975.09,84.67,3.71,7.76,54.60,1975.71,8.43,502.44,22.02," 90,479.61 ",46.05,9.92,,,,
1975.1,88.57,3.70,7.83,54.90,1975.79,8.14,522.71,21.84," 94,457.70 ",46.19,10.33,,,,
1975.11,90.07,3.69,7.89,55.30,1975.87,8.05,527.72,21.62," 95,688.17 ",46.25,10.44,,,,
1975.12,88.70,3.68,7.96,55.50,1975.96,8.00,517.82,21.48," 94,217.76 ",46.47,10.25,,,,
1976.01,96.86,3.68,8.19,55.60,1976.04,7.74,564.44,21.46," 103,025.77 ",47.75,11.19,,,,
1976.02,100.60,3.69,8.43,55.80,1976.12,7.79,584.13,21.41," 106,945.93 ",48.93,11.59,,,,
1976.03,101.10,3.69,8.66,55.90,1976.21,7.73,585.99,21.39," 107,611.51 ",50.19,11.63,,,,
1976.04,101.90,3.71,8.86,56.10,1976.29,7.56,588.52,21.45," 108,404.56 ",51.15,11.69,,,,
1976.05,101.20,3.74,9.05,56.50,1976.37,7.90,580.34,21.43," 107,226.61 ",51.92,11.53,,,,
1976.06,101.80,3.76,9.25,56.80,1976.46,7.86,580.70,21.45," 107,622.88 ",52.76,11.54,,,,
1976.07,104.20,3.79,9.35,57.10,1976.54,7.83,591.26,21.51," 109,913.53 ",53.05,11.76,,,,
1976.08,103.30,3.82,9.45,57.40,1976.62,7.77,583.09,21.56," 108,728.71 ",53.34,11.60,,,,
1976.09,105.50,3.85,9.55,57.60,1976.71,7.59,593.44,21.66," 110,995.28 ",53.72,11.81,,,,
1976.1,101.90,3.92,9.67,57.90,1976.79,7.41,570.22,21.92," 106,993.89 ",54.11,11.35,,,,
1976.11,101.20,3.98,9.79,58.00,1976.87,7.29,565.33,22.25," 106,423.63 ",54.69,11.25,,,,
1976.12,104.70,4.05,9.91,58.20,1976.96,6.87,582.87,22.55," 110,079.63 ",55.17,11.60,,,,
1977.01,103.80,4.10,9.97,58.50,1977.04,7.21,574.90,22.69," 108,930.82 ",55.20,11.44,,,,
1977.02,101.00,4.14,10.02,59.10,1977.12,7.39,553.71,22.71," 105,275.01 ",54.95,11.01,,,,
1977.03,100.60,4.19,10.08,59.50,1977.21,7.46,547.81,22.82," 104,514.65 ",54.89,10.90,,,,
1977.04,99.05,4.25,10.19,60.00,1977.29,7.37,534.87,22.93," 102,411.40 ",55.04,10.64,,,,
1977.05,98.76,4.30,10.31,60.30,1977.37,7.46,530.66,23.12," 101,972.48 ",55.38,10.55,,,,
1977.06,99.29,4.36,10.42,60.70,1977.46,7.28,529.99,23.27," 102,216.81 ",55.62,10.53,,,,
1977.07,100.20,4.41,10.52,61.00,1977.54,7.33,532.21,23.41," 103,022.51 ",55.86,10.57,,,,
1977.08,97.75,4.45,10.61,61.20,1977.62,7.40,517.50,23.58," 100,555.37 ",56.19,10.27,,,,
1977.09,96.23,4.50,10.71,61.40,1977.71,7.34,507.80,23.75," 99,053.81 ",56.52,10.07,,,,
1977.1,93.74,4.56,10.77,61.60,1977.79,7.52,493.05,23.97," 96,567.05 ",56.65,9.77,,,,
1977.11,94.28,4.61,10.83,61.90,1977.87,7.58,493.49,24.15," 97,046.75 ",56.69,9.77,,,,
1977.12,93.82,4.67,10.89,62.10,1977.96,7.69,489.50,24.37," 96,661.52 ",56.82,9.68,,,,
1978.01,90.25,4.71,10.90,62.50,1978.04,7.96,467.86,24.43," 92,790.39 ",56.51,9.24,,,,
1978.02,88.98,4.76,10.91,62.90,1978.12,8.03,458.34,24.50," 91,307.82 ",56.20,9.05,,,,
1978.03,88.82,4.80,10.92,63.40,1978.21,8.04,453.91,24.53," 90,832.06 ",55.81,8.95,,,,
1978.04,92.71,4.84,11.02,63.90,1978.29,8.15,470.08,24.52," 94,477.28 ",55.89,9.26,,,,
1978.05,97.41,4.87,11.13,64.50,1978.37,8.35,489.32,24.48," 98,753.46 ",55.89,9.63,,,,
1978.06,97.66,4.91,11.23,65.20,1978.46,8.46,485.31,24.40," 98,354.31 ",55.81,9.55,,,,
1978.07,97.19,4.95,11.34,65.70,1978.54,8.64,479.30,24.39," 97,548.05 ",55.94,9.43,,,,
1978.08,103.90,4.98,11.46,66.00,1978.62,8.41,510.06,24.46," 104,223.67 ",56.24,10.02,,,,
1978.09,103.90,5.02,11.57,66.50,1978.71,8.42,506.22,24.46," 103,856.52 ",56.37,9.94,,,,
1978.1,100.60,5.04,11.82,67.10,1978.79,8.64,485.76,24.32," 100,074.52 ",57.09,9.53,,,,
1978.11,94.71,5.05,12.08,67.40,1978.87,8.81,455.29,24.29," 94,212.97 ",58.05,8.93,,,,
1978.12,96.11,5.07,12.33,67.70,1978.96,9.01,459.97,24.26," 95,600.39 ",59.01,9.01,,,,
1979.01,99.71,5.11,12.65,68.30,1979.04,9.10,473.01,24.26," 98,730.14 ",60.02,9.26,,,,
1979.02,98.23,5.16,12.98,69.10,1979.12,9.10,460.59,24.18," 96,559.18 ",60.85,9.00,,,,
1979.03,100.10,5.20,13.30,69.80,1979.21,9.12,464.65,24.14," 97,832.27 ",61.74,9.07,,,,
1979.04,102.10,5.25,13.53,70.60,1979.29,9.18,468.57,24.08," 99,078.71 ",62.08,9.13,,,,
1979.05,99.73,5.29,13.75,71.50,1979.37,9.25,451.93,23.99," 95,983.32 ",62.32,8.79,,,,
1979.06,101.70,5.34,13.98,72.30,1979.46,8.91,455.76,23.93," 97,219.81 ",62.65,8.85,,,,
1979.07,102.70,5.40,14.20,73.10,1979.54,8.95,455.20,23.92," 97,526.54 ",62.92,8.83,,,,
1979.08,107.40,5.45,14.41,73.80,1979.62,9.03,471.52,23.94," 101,449.86 ",63.28,9.13,,,,
1979.09,108.60,5.51,14.63,74.60,1979.71,9.33,471.67,23.93," 101,912.36 ",63.54,9.11,,,,
1979.1,104.50,5.56,14.71,75.20,1979.79,10.30,450.24,23.94," 97,713.48 ",63.36,8.68,,,,
1979.11,103.70,5.60,14.78,75.90,1979.87,10.65,442.68,23.92," 96,503.75 ",63.11,8.52,,,,
1979.12,107.80,5.65,14.86,76.70,1979.96,10.39,455.38,23.87," 99,706.47 ",62.77,8.75,,,,
1980.01,110.90,5.70,15.00,77.80,1980.04,10.80,461.85,23.74," 101,556.58 ",62.48,8.85,,,,
1980.02,115.30,5.75,15.15,78.90,1980.12,12.41,473.48,23.61," 104,546.50 ",62.20,9.05,,,,
1980.03,104.70,5.80,15.29,80.10,1980.21,12.75,423.51,23.46," 93,944.56 ",61.85,8.08,,,,
1980.04,103.00,5.85,15.17,81.00,1980.29,11.47,412.00,23.39," 91,824.63 ",60.69,7.84,,,,
1980.05,107.70,5.89,15.06,81.80,1980.37,10.18,426.59,23.34," 95,509.21 ",59.64,8.10,,,,
1980.06,114.60,5.94,14.94,82.70,1980.46,9.78,448.98,23.27," 100,956.38 ",58.53,8.51,,,,
1980.07,119.80,5.98,14.84,82.70,1980.54,10.25,469.35,23.44," 105,976.55 ",58.14,8.88,,,,
1980.08,123.50,6.03,14.74,83.30,1980.62,11.10,480.36,23.44," 108,903.78 ",57.33,9.07,,,,
1980.09,126.50,6.07,14.64,84.00,1980.71,11.51,487.93,23.41," 111,061.97 ",56.47,9.20,,,,
1980.1,130.20,6.10,14.70,84.80,1980.79,11.75,497.47,23.31," 113,674.11 ",56.17,9.36,,,,
1980.11,135.70,6.13,14.76,85.50,1980.87,12.68,514.24,23.23," 117,948.37 ",55.93,9.65,,,,
1980.12,133.50,6.16,14.82,86.30,1980.96,12.84,501.21,23.13," 115,402.56 ",55.64,9.39,,,,
1981.01,133.00,6.20,14.74,87.00,1981.04,12.57,495.31,23.09," 114,488.32 ",54.89,9.26,,,,
1981.02,128.40,6.24,14.66,87.90,1981.12,13.19,473.29,23.00," 109,839.93 ",54.04,8.83,,,,
1981.03,133.20,6.28,14.58,88.50,1981.21,13.12,487.65,22.99," 113,618.23 ",53.38,9.08,,,,
1981.04,134.40,6.32,14.72,89.10,1981.29,13.68,488.73,22.97," 114,315.80 ",53.54,9.09,,,,
1981.05,131.70,6.35,14.87,89.80,1981.37,14.10,475.18,22.92," 111,592.89 ",53.64,8.82,,,,
1981.06,132.30,6.39,15.01,90.60,1981.46,13.47,473.13,22.85," 111,558.64 ",53.68,8.77,,,,
1981.07,129.10,6.43,15.10,91.60,1981.54,14.28,456.65,22.76," 108,119.02 ",53.40,8.45,,,,
1981.08,129.60,6.48,15.18,92.30,1981.62,14.94,454.94,22.74," 108,163.20 ",53.30,8.40,,,,
1981.09,118.30,6.52,15.27,93.20,1981.71,15.32,411.26,22.67," 98,227.96 ",53.09,7.58,,,,
1981.1,119.80,6.56,15.30,93.40,1981.79,15.15,415.58,22.74," 99,713.16 ",53.08,7.65,,,,
1981.11,122.90,6.59,15.33,93.70,1981.87,13.39,424.97,22.80," 102,421.72 ",53.01,7.81,,,,
1981.12,123.80,6.63,15.36,94.00,1981.96,13.72,426.72,22.85," 103,301.46 ",52.94,7.83,,,,
1982.01,117.30,6.66,15.18,94.30,1982.04,14.59,403.03,22.88," 98,027.96 ",52.15,7.39,,,,
1982.02,114.50,6.69,14.99,94.60,1982.12,14.43,392.16,22.91," 95,848.97 ",51.35,7.18,,,,
1982.03,110.80,6.72,14.81,94.50,1982.21,13.86,379.89,23.04," 93,319.10 ",50.78,6.95,,,,
1982.04,116.30,6.75,14.60,94.90,1982.29,13.87,397.07,23.05," 98,010.26 ",49.84,7.26,,,,
1982.05,116.40,6.78,14.38,95.80,1982.37,13.62,393.67,22.93," 97,644.65 ",48.65,7.19,,,,
1982.06,109.70,6.81,14.17,97.00,1982.46,14.30,366.42,22.75," 91,355.94 ",47.33,6.69,,,,
1982.07,109.40,6.82,13.97,97.50,1982.54,13.95,363.55,22.67," 91,109.99 ",46.41,6.64,,,,
1982.08,109.70,6.84,13.76,97.70,1982.62,13.06,363.80,22.67," 91,646.32 ",45.64,6.64,,,,
1982.09,122.40,6.85,13.56,97.90,1982.71,12.34,405.09,22.67," 102,523.25 ",44.88,7.40,,,,
1982.1,132.70,6.86,13.25,98.20,1982.79,10.91,437.83,22.62," 111,288.19 ",43.73,8.00,,,,
1982.11,138.10,6.86,12.95,98.00,1982.87,10.55,456.58,22.69," 116,533.87 ",42.80,8.35,,,,
1982.12,139.40,6.87,12.64,97.60,1982.96,10.54,462.77,22.81," 118,598.03 ",41.96,8.47,,,,
1983.01,144.30,6.88,12.57,97.80,1983.04,10.46,478.05,22.80," 123,002.79 ",41.63,8.76,,,,
1983.02,146.80,6.90,12.49,97.90,1983.12,10.72,485.84,22.82," 125,495.39 ",41.35,8.91,,,,
1983.03,151.90,6.91,12.42,97.90,1983.21,10.51,502.72,22.87," 130,347.51 ",41.10,9.23,,,,
1983.04,157.70,6.92,12.48,98.60,1983.29,10.40,518.21,22.74," 134,855.18 ",41.00,9.53,,,,
1983.05,164.10,6.93,12.53,99.20,1983.37,10.38,535.98,22.63," 139,970.16 ",40.94,9.87,,,,
1983.06,166.40,6.94,12.59,99.50,1983.46,10.85,541.85,22.60," 141,995.83 ",41.00,10.00,,,,
1983.07,167.00,6.96,12.83,99.90,1983.54,11.38,541.63,22.57," 142,430.19 ",41.60,10.01,,,,
1983.08,162.40,6.98,13.06,100.20,1983.62,11.85,525.13,22.57," 138,586.87 ",42.24,9.73,,,,
1983.09,167.20,7.00,13.30,100.70,1983.71,11.65,537.97,22.52," 142,469.91 ",42.79,9.98,,,,
1983.1,167.70,7.03,13.54,101.00,1983.79,11.54,537.97,22.55," 142,969.21 ",43.45,10.00,,,,
1983.11,165.20,7.06,13.79,101.20,1983.87,11.69,528.91,22.60," 141,060.13 ",44.14,9.85,,,,
1983.12,164.40,7.09,14.03,101.30,1983.96,11.83,525.83,22.68," 140,742.46 ",44.87,9.82,,,,
1984.01,166.40,7.12,14.44,101.90,1984.04,11.67,529.09,22.64," 142,120.82 ",45.91,9.89,,,,
1984.02,157.30,7.15,14.85,102.40,1984.12,11.84,497.71,22.62," 134,199.00 ",46.99,9.32,,,,
1984.03,157.40,7.18,15.26,102.60,1984.21,12.32,497.06,22.67," 134,532.02 ",48.19,9.33,,,,
1984.04,157.60,7.22,15.57,103.10,1984.29,12.63,495.28,22.70," 134,561.69 ",48.94,9.31,,,,
1984.05,156.60,7.27,15.89,103.40,1984.37,13.41,490.70,22.77," 133,835.48 ",49.78,9.23,,,,
1984.06,153.10,7.31,16.20,103.70,1984.46,13.56,478.35,22.84," 130,984.84 ",50.62,9.01,,,,
1984.07,151.10,7.33,16.32,104.10,1984.54,13.36,470.29,22.82," 129,297.84 ",50.79,8.87,,,,
1984.08,164.40,7.36,16.44,104.50,1984.62,12.72,509.72,22.81," 140,662.89 ",50.97,9.62,,,,
1984.09,166.10,7.38,16.56,105.00,1984.71,12.52,512.54,22.77," 141,964.38 ",51.10,9.69,,,,
1984.1,164.80,7.43,16.59,105.30,1984.79,12.16,507.08,22.86," 140,979.68 ",51.04,9.60,,,,
1984.11,166.30,7.48,16.61,105.30,1984.87,11.57,511.70,23.02," 142,796.11 ",51.12,9.69,,,,
1984.12,164.50,7.53,16.64,105.30,1984.96,11.50,506.16,23.17," 141,789.32 ",51.20,9.60,,,,
1985.01,171.60,7.57,16.56,105.50,1985.04,11.38,527.00,23.26," 148,171.66 ",50.85,10.00,,,,
1985.02,180.90,7.62,16.47,106.00,1985.12,11.51,552.94,23.28," 156,010.62 ",50.35,10.49,,,,
1985.03,179.40,7.66,16.39,106.40,1985.21,11.86,546.30,23.33," 154,683.79 ",49.91,10.37,,,,
1985.04,180.60,7.69,16.13,106.90,1985.29,11.43,547.38,23.30," 155,539.85 ",48.89,10.40,,,,
1985.05,184.90,7.71,15.87,107.30,1985.37,10.85,558.32,23.29," 159,201.06 ",47.92,10.61,,,,
1985.06,188.90,7.74,15.61,107.60,1985.46,10.16,568.81,23.31," 162,745.44 ",47.00,10.81,,,,
1985.07,192.50,7.77,15.48,107.80,1985.54,10.31,578.58,23.36," 166,096.36 ",46.54,11.00,,,,
1985.08,188.30,7.81,15.36,108.00,1985.62,10.33,564.91,23.42," 162,731.85 ",46.07,10.74,,,,
1985.09,184.10,7.84,15.23,108.30,1985.71,10.37,550.78,23.46," 159,224.47 ",45.56,10.47,,,,
1985.1,186.20,7.86,15.02,108.70,1985.79,10.24,555.01,23.43," 161,012.53 ",44.78,10.55,,,,
1985.11,197.50,7.88,14.82,109.00,1985.87,9.78,587.07,23.42," 170,880.19 ",44.04,11.16,,,,
1985.12,207.30,7.90,14.61,109.30,1985.96,9.26,614.51,23.42," 179,435.05 ",43.31,11.69,,,,
1986.01,208.20,7.94,14.58,109.60,1986.04,9.19,615.49,23.47," 180,291.95 ",43.10,11.72,,,,
1986.02,219.40,7.98,14.55,109.30,1986.12,8.70,650.38,23.66," 191,089.56 ",43.13,12.39,,,,
1986.03,232.30,8.02,14.52,108.80,1986.21,7.78,691.78,23.88," 203,839.58 ",43.24,13.19,,,,
1986.04,238.00,8.05,14.58,108.60,1986.29,7.30,710.06,24.01," 209,815.33 ",43.51,13.55,,,,
1986.05,238.50,8.07,14.65,108.90,1986.37,7.71,709.59,24.02," 210,268.37 ",43.58,13.56,,,,
1986.06,245.30,8.10,14.71,109.50,1986.46,7.80,725.83,23.97," 215,670.28 ",43.53,13.89,,,,
1986.07,240.20,8.14,14.76,109.50,1986.54,7.30,710.74,24.10," 211,782.95 ",43.66,13.62,,,,
1986.08,245.00,8.19,14.80,109.70,1986.62,7.17,723.62,24.18," 216,221.66 ",43.72,13.89,,,,
1986.09,238.30,8.23,14.85,110.20,1986.71,7.45,700.63,24.20," 209,956.98 ",43.66,13.47,,,,
1986.1,237.40,8.25,14.73,110.30,1986.79,7.43,697.36,24.22," 209,579.33 ",43.26,13.43,,,,
1986.11,245.10,8.26,14.60,110.40,1986.87,7.25,719.32,24.25," 216,788.34 ",42.86,13.87,,,,
1986.12,248.60,8.28,14.48,110.50,1986.96,7.11,728.93,24.28," 220,294.81 ",42.46,14.09,,,,
1987.01,264.50,8.30,14.69,111.20,1987.04,7.08,770.67,24.18," 233,518.07 ",42.79,14.92,,,,
1987.02,280.90,8.32,14.89,111.60,1987.12,7.25,815.52,24.16," 247,718.13 ",43.24,15.82,,,,
1987.03,292.50,8.34,15.10,112.10,1987.21,7.25,845.41,24.11," 257,407.49 ",43.64,16.43,,,,
1987.04,289.30,8.40,14.87,112.70,1987.29,8.02,831.71,24.15," 253,848.74 ",42.76,16.20,,,,
1987.05,289.10,8.46,14.65,113.10,1987.37,8.61,828.20,24.24," 253,392.50 ",41.96,16.16,,,,
1987.06,301.40,8.52,14.42,113.50,1987.46,8.40,860.39,24.32," 263,862.40 ",41.16,16.83,,,,
1987.07,310.10,8.57,14.90,113.80,1987.54,8.45,882.89,24.39," 271,386.53 ",42.42,17.31,,,,
1987.08,329.40,8.61,15.38,114.40,1987.62,8.76,932.92,24.39," 287,390.01 ",43.56,18.33,,,,
1987.09,318.70,8.66,15.86,115.00,1987.71,9.42,897.91,24.40," 277,230.26 ",44.68,17.68,,,,
1987.1,280.20,8.71,16.41,115.30,1987.79,9.52,787.39,24.48," 243,735.49 ",46.10,15.53,,,,
1987.11,245.00,8.76,16.95,115.40,1987.87,8.86,687.87,24.60," 213,566.10 ",47.60,13.59,,,,
1987.12,241.00,8.81,17.50,115.40,1987.96,8.99,676.64,24.74," 210,719.28 ",49.13,13.39,,,,
1988.01,250.50,8.86,17.86,115.70,1988.04,8.67,701.49,24.80," 219,101.38 ",50.02,13.90,,,,
1988.02,258.10,8.90,18.23,116.00,1988.12,8.21,720.91,24.87," 225,812.20 ",50.91,14.30,,,,
1988.03,265.70,8.95,18.59,116.50,1988.21,8.37,738.95,24.89," 232,113.50 ",51.70,14.67,,,,
1988.04,262.60,9.04,19.62,117.10,1988.29,8.72,726.59,25.02," 228,884.90 ",54.28,14.43,,,,
1988.05,256.10,9.14,20.64,117.50,1988.37,9.09,706.19,25.19," 223,120.91 ",56.92,14.03,,,,
1988.06,270.70,9.23,21.67,118.00,1988.46,8.92,743.28,25.34," 235,508.76 ",59.50,14.77,,,,
1988.07,269.10,9.31,22.02,118.50,1988.54,9.06,735.77,25.45," 233,800.82 ",60.22,14.61,,,,
1988.08,263.70,9.38,22.38,119.00,1988.62,9.26,717.98,25.55," 228,823.04 ",60.93,14.24,,,,
1988.09,268.00,9.46,22.73,119.80,1988.71,8.98,724.81,25.58," 231,680.87 ",61.47,14.37,,,,
1988.1,277.40,9.55,23.07,120.20,1988.79,8.80,747.74,25.74," 239,694.65 ",62.19,14.81,,,,
1988.11,271.00,9.64,23.42,120.30,1988.87,8.96,729.88,25.96," 234,663.48 ",63.07,14.45,,,,
1988.12,276.50,9.75,23.75,120.50,1988.96,9.11,743.46,26.22," 239,731.03 ",63.86,14.70,,,,
1989.01,285.40,9.81,24.16,121.10,1989.04,9.09,763.59,26.26," 246,927.02 ",64.64,15.09,,,,
1989.02,294.00,9.90,24.56,121.60,1989.12,9.17,783.36,26.37," 254,032.40 ",65.44,15.47,,,,
1989.03,292.70,10.01,24.96,122.30,1989.21,9.36,775.43,26.52," 252,178.21 ",66.13,15.30,,,,
1989.04,302.30,10.09,25.05,123.10,1989.29,9.18,795.66,26.55," 259,476.06 ",65.92,15.69,,,,
1989.05,313.90,10.19,25.13,123.80,1989.37,8.86,821.52,26.68," 268,634.34 ",65.78,16.19,,,,
1989.06,323.70,10.37,25.22,124.10,1989.46,8.28,845.12,27.07," 277,089.23 ",65.84,16.64,,,,
1989.07,331.90,10.42,24.71,124.40,1989.54,8.02,864.44,27.15," 284,165.07 ",64.36,17.01,,,,
1989.08,346.60,10.55,24.20,124.60,1989.62,8.11,901.28,27.43," 297,025.82 ",62.93,17.73,,,,
1989.09,347.30,10.73,23.69,125.00,1989.71,8.19,900.21,27.81," 297,437.12 ",61.41,17.71,,,,
1989.1,347.40,10.80,23.43,125.60,1989.79,8.01,896.17,27.85," 296,868.34 ",60.43,17.64,,,,
1989.11,340.20,10.92,23.16,125.90,1989.87,7.87,875.50,28.11," 290,798.92 ",59.61,17.24,,,,
1989.12,348.60,11.06,22.87,126.10,1989.96,7.84,895.70,28.42," 298,293.11 ",58.76,17.65,,,,
1990.01,339.97,11.14,22.49,127.40,1990.04,8.21,864.61,28.33," 288,726.32 ",57.20,17.05,,,,
1990.02,330.45,11.23,22.08,128.00,1990.12,8.47,836.46,28.43," 280,116.81 ",55.89,16.51,,,,
1990.03,338.46,11.32,21.67,128.70,1990.21,8.59,852.08,28.50," 286,141.56 ",54.55,16.83,,,,
1990.04,338.18,11.44,21.53,128.90,1990.29,8.79,850.05,28.75," 286,265.73 ",54.13,16.81,,,,
1990.05,350.25,11.55,21.40,129.20,1990.37,8.76,878.34,28.97," 296,607.51 ",53.66,17.39,,,,
1990.06,360.39,11.66,21.26,129.90,1990.46,8.48,898.90,29.08," 304,368.32 ",53.03,17.82,,,,
1990.07,360.03,11.73,21.42,130.40,1990.54,8.47,894.56,29.14," 303,720.54 ",53.22,17.75,,,,
1990.08,330.75,11.78,21.58,131.60,1990.62,8.75,814.32,29.01," 277,296.55 ",53.13,16.17,,,,
1990.09,315.41,11.83,21.74,132.70,1990.71,8.89,770.11,28.88," 263,063.34 ",53.08,15.30,,,,
1990.1,307.12,11.93,21.61,133.50,1990.79,8.72,745.38,28.95," 255,438.18 ",52.44,14.82,,,,
1990.11,315.29,12.01,21.47,133.80,1990.87,8.39,763.49,29.09," 262,476.15 ",52.00,15.19,,,,
1990.12,328.75,12.09,21.34,133.80,1990.96,8.08,796.08,29.28," 274,520.22 ",51.68,15.85,,,,
1991.01,325.49,12.11,21.18,134.60,1991.04,8.09,783.50,29.14," 271,020.00 ",50.99,15.61,,,,
1991.02,362.26,12.11,21.03,134.80,1991.12,7.85,870.72,29.12," 302,028.36 ",50.54,17.35,,,,
1991.03,372.28,12.11,20.94,135.00,1991.21,8.11,893.48,29.06," 310,762.67 ",50.26,17.82,,,,
1991.04,379.68,12.13,20.36,135.20,1991.29,8.04,909.89,29.07," 317,313.57 ",48.80,18.16,,,,
1991.05,377.99,12.14,19.86,135.60,1991.37,8.07,903.17,29.01," 315,812.30 ",47.45,18.04,,,,
1991.06,378.29,12.15,19.41,136.00,1991.46,8.28,901.23,28.95," 315,976.81 ",46.24,18.02,,,,
