Date,SPX,D,E,CPI,Date_Fraction,10y UST,SPX_real,Div_Real, SPX_TR_Real ,E_Real,CAPE,,,,
2010.08,1087.28,22.25,70.27,218.31,2010.62,2.70,1613.66,33.02," 831,093.22 ",104.29,19.77,,,,
2010.09,1122.08,22.35,71.86,218.44,2010.71,2.65,1664.34,33.15," 858,617.75 ",106.59,20.38,,,,
2010.1,1171.58,22.48,73.69,218.71,2010.79,2.54,1735.60,33.30," 896,811.80 ",109.17,21.24,,,,
2010.11,1198.89,22.60,75.52,218.80,2010.87,2.76,1775.31,33.47," 918,772.22 ",111.83,21.70,,,,
2010.12,1241.53,22.73,77.35,219.18,2010.96,3.29,1835.30,33.60," 951,266.39 ",114.34,22.40,,,,
2011.01,1282.62,22.96,78.67,220.22,2011.04,3.39,1887.05,33.78," 979,550.14 ",115.74,22.98,,,,
2011.02,1321.12,23.20,79.99,221.31,2011.12,3.58,1934.16,33.96," 1,005,470.94 ",117.11,23.49,,,,
2011.03,1304.49,23.43,81.31,223.47,2011.21,3.41,1891.37,33.97," 984,698.40 ",117.89,22.90,,,,
2011.04,1331.51,23.73,82.16,224.91,2011.29,3.46,1918.19,34.19," 1,000,147.09 ",118.37,23.14,,,,
2011.05,1338.31,24.04,83.02,225.96,2011.37,3.17,1918.96,34.47," 1,002,045.58 ",119.04,23.06,,,,
2011.06,1287.29,24.34,83.87,225.72,2011.46,3.00,1847.79,34.94," 966,398.57 ",120.39,22.10,,,,
2011.07,1325.19,24.62,84.91,225.92,2011.54,3.00,1900.50,35.31," 995,509.15 ",121.77,22.61,,,,
2011.08,1185.31,24.90,85.94,226.55,2011.62,2.30,1695.22,35.61," 889,534.31 ",122.92,20.05,,,,
2011.09,1173.88,25.18,86.98,226.89,2011.71,1.98,1676.33,35.96," 881,193.16 ",124.21,19.70,,,,
2011.1,1207.22,25.60,86.97,226.42,2011.79,2.15,1727.50,36.63," 909,698.04 ",124.45,20.16,,,,
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1756.46,37.26," 926,581.31 ",124.54,20.35,,,,
2011.12,1243.32,26.43,86.95,225.67,2011.96,1.98,1785.07,37.95," 943,340.34 ",124.84,20.52,,,,
2012.01,1300.58,26.74,87.48,226.67,2012.04,1.97,1859.10,38.22," 984,145.10 ",125.05,21.21,,,,
2012.02,1352.49,27.04,88.01,227.66,2012.12,1.97,1924.82,38.49," 1,020,636.71 ",125.25,21.80,,,,
2012.03,1389.24,27.35,88.54,229.39,2012.21,2.17,1962.22,38.63," 1,042,174.64 ",125.06,22.05,,,,
2012.04,1386.43,27.67,88.33,230.09,2012.29,2.05,1952.35,38.97," 1,038,658.82 ",124.39,21.78,,,,
2012.05,1341.27,28.00,88.13,229.82,2012.37,1.80,1890.98,39.47," 1,007,757.14 ",124.24,20.94,,,,
2012.06,1323.48,28.32,87.92,229.48,2012.46,1.62,1868.64,39.99," 997,626.79 ",124.14,20.55,,,,
2012.07,1359.78,28.74,87.45,229.10,2012.54,1.53,1923.03,40.65," 1,028,471.12 ",123.67,21.00,,,,
2012.08,1403.45,29.17,86.97,230.38,2012.62,1.68,1973.80,41.02," 1,057,454.42 ",122.32,21.41,,,,
2012.09,1443.42,29.59,86.50,231.41,2012.71,1.72,2021.00,41.43," 1,084,588.79 ",121.11,21.78,,,,
2012.1,1437.82,30.14,86.50,231.32,2012.79,1.75,2013.94,42.22," 1,082,689.51 ",121.16,21.58,,,,
2012.11,1394.51,30.70,86.51,230.22,2012.87,1.65,1962.57,43.20," 1,057,011.19 ",121.75,20.90,,,,
2012.12,1422.29,31.25,86.51,229.60,2012.96,1.72,2007.07,44.10," 1,082,958.27 ",122.08,21.24,,,,
2013.01,1480.40,31.54,86.91,230.28,2013.04,1.91,2082.92,44.37," 1,125,875.81 ",122.28,21.90,,,,
2013.02,1512.31,31.82,87.30,232.17,2013.12,1.98,2110.53,44.41," 1,142,801.33 ",121.84,22.05,,,,
2013.03,1550.83,32.11,87.70,232.77,2013.21,1.96,2158.64,44.69," 1,170,870.37 ",122.07,22.42,,,,
2013.04,1570.70,32.50,88.78,232.53,2013.29,1.76,2188.57,45.28," 1,189,153.00 ",123.71,22.60,,,,
2013.05,1639.84,32.88,89.87,232.95,2013.37,1.93,2280.85,45.74," 1,241,362.33 ",125.00,23.41,,,,
2013.06,1618.77,33.27,90.95,233.50,2013.46,2.30,2246.16,46.16," 1,224,572.47 ",126.20,22.93,,,,
2013.07,1668.68,33.65,92.09,233.60,2013.54,2.58,2314.50,46.67," 1,263,951.65 ",127.73,23.49,,,,
2013.08,1670.09,34.02,93.23,233.88,2013.62,2.74,2313.67,47.13," 1,265,644.78 ",129.16,23.36,,,,
2013.09,1687.17,34.40,94.37,234.15,2013.71,2.81,2334.62,47.60," 1,279,273.16 ",130.58,23.44,,,,
2013.1,1720.03,34.60,96.31,233.55,2013.79,2.62,2386.23,48.00," 1,309,747.81 ",133.62,23.83,,,,
2013.11,1783.54,34.79,98.26,233.07,2013.87,2.72,2479.40,48.37," 1,363,100.51 ",136.59,24.64,,,,
2013.12,1807.78,34.99,100.20,233.05,2013.96,2.90,2513.32,48.65," 1,383,973.57 ",139.31,24.86,,,,
2014.01,1822.36,35.40,100.42,233.92,2014.04,2.86,2524.20,49.04," 1,392,214.76 ",139.09,24.86,,,,
2014.02,1817.04,35.82,100.63,234.78,2014.12,2.71,2507.56,49.43," 1,385,307.95 ",138.88,24.59,,,,
2014.03,1863.52,36.23,100.85,236.29,2014.21,2.72,2555.24,49.68," 1,413,940.19 ",138.28,24.96,,,,
2014.04,1864.26,36.61,101.61,237.07,2014.29,2.71,2547.86,50.04," 1,412,161.13 ",138.86,24.79,,,,
2014.05,1889.77,37.00,102.36,237.90,2014.37,2.56,2573.73,50.39," 1,428,829.78 ",139.41,24.94,,,,
2014.06,1947.09,37.38,103.12,238.34,2014.46,2.60,2646.87,50.81," 1,471,783.23 ",140.18,25.56,,,,
2014.07,1973.10,37.75,104.07,238.25,2014.54,2.54,2683.28,51.34," 1,494,404.90 ",141.52,25.82,,,,
2014.08,1961.53,38.12,105.01,237.85,2014.62,2.42,2672.00,51.93," 1,490,537.85 ",143.05,25.62,,,,
2014.09,1993.23,38.49,105.96,238.03,2014.71,2.53,2713.14,52.39," 1,515,922.71 ",144.23,25.92,,,,
2014.1,1937.27,38.81,104.74,237.43,2014.79,2.30,2643.61,52.96," 1,479,539.63 ",142.93,25.16,,,,
2014.11,2044.57,39.12,103.53,236.15,2014.87,2.33,2805.18,53.68," 1,572,467.58 ",142.04,26.61,,,,
2014.12,2054.27,39.44,102.31,234.81,2014.96,2.21,2834.56,54.42," 1,591,479.40 ",141.17,26.79,,,,
2015.01,2028.18,39.90,101.29,233.71,2015.04,1.88,2811.80,55.31," 1,581,284.09 ",140.42,26.49,,,,
2015.02,2082.20,40.35,100.27,234.72,2015.12,1.98,2874.20,55.70," 1,618,991.60 ",138.41,27.00,,,,
2015.03,2079.99,40.81,99.25,236.12,2015.21,2.04,2854.17,56.00," 1,610,333.27 ",136.19,26.73,,,,
2015.04,2094.86,41.12,97.80,236.60,2015.29,1.94,2868.74,56.31," 1,621,202.89 ",133.93,26.79,,,,
2015.05,2111.94,41.43,96.36,237.81,2015.37,2.20,2877.46,56.45," 1,628,790.58 ",131.28,26.81,,,,
2015.06,2099.29,41.74,94.91,238.64,2015.46,2.36,2850.24,56.67," 1,616,056.28 ",128.86,26.50,,,,
2015.07,2094.14,42.00,93.49,238.65,2015.54,2.32,2843.06,57.02," 1,614,677.62 ",126.93,26.38,,,,
2015.08,2039.87,42.25,92.08,238.32,2015.62,2.17,2773.31,57.45," 1,577,782.48 ",125.18,25.69,,,,
2015.09,1944.41,42.51,90.66,237.95,2015.71,2.17,2647.65,57.88," 1,509,036.07 ",123.45,24.50,,,,
2015.1,2024.81,42.80,89.28,237.84,2015.79,2.07,2758.37,58.31," 1,574,910.14 ",121.63,25.49,,,,
2015.11,2080.62,43.10,87.91,237.34,2015.87,2.26,2840.39,58.83," 1,624,541.80 ",120.01,26.23,,,,
2015.12,2054.08,43.39,86.53,236.53,2015.96,2.24,2813.77,59.44," 1,612,151.56 ",118.53,25.97,,,,
2016.01,1918.60,43.55,86.50,236.92,2016.04,2.09,2623.85,59.56," 1,506,178.34 ",118.30,24.21,,,,
2016.02,1904.42,43.72,86.47,237.11,2016.12,1.78,2602.32,59.74," 1,496,674.54 ",118.16,24.00,,,,
2016.03,2021.95,43.88,86.44,238.13,2016.21,1.89,2751.07,59.70," 1,585,089.17 ",117.61,25.37,,,,
2016.04,2075.54,44.07,86.60,239.26,2016.29,1.81,2810.66,59.68," 1,622,288.42 ",117.27,25.92,,,,
2016.05,2065.55,44.27,86.76,240.23,2016.37,1.81,2785.86,59.70," 1,610,846.18 ",117.02,25.69,,,,
2016.06,2083.89,44.46,86.92,241.02,2016.46,1.64,2801.39,59.77," 1,622,708.69 ",116.85,25.84,,,,
2016.07,2148.90,44.65,87.64,240.63,2016.54,1.50,2893.47,60.12," 1,678,945.61 ",118.01,26.69,,,,
2016.08,2170.95,44.84,88.37,240.85,2016.62,1.56,2920.48,60.32," 1,697,533.79 ",118.88,26.95,,,,
2016.09,2157.69,45.03,89.09,241.43,2016.71,1.63,2895.68,60.43," 1,686,046.33 ",119.56,26.73,,,,
2016.1,2143.02,45.25,90.91,241.73,2016.79,1.76,2872.41,60.66," 1,675,440.95 ",121.85,26.53,,,,
2016.11,2164.99,45.48,92.73,241.35,2016.87,2.14,2906.38,61.05," 1,698,221.75 ",124.48,26.85,,,,
2016.12,2246.63,45.70,94.55,241.43,2016.96,2.49,3014.99,61.33," 1,764,669.95 ",126.89,27.87,,,,
2017.01,2275.12,45.93,96.46,242.84,2017.04,2.43,3035.53,61.28," 1,779,682.79 ",128.70,28.06,,,,
2017.02,2329.91,46.15,98.38,243.60,2017.12,2.42,3098.89,61.39," 1,819,824.73 ",130.85,28.66,,,,
2017.03,2366.82,46.38,100.29,243.80,2017.21,2.48,3145.42,61.64," 1,850,169.08 ",133.28,29.09,,,,
2017.04,2359.31,46.66,101.53,244.52,2017.29,2.30,3126.17,61.83," 1,841,875.84 ",134.54,28.90,,,,
2017.05,2395.35,46.94,102.78,244.73,2017.37,2.30,3171.21,62.14," 1,871,465.89 ",136.07,29.31,,,,
2017.06,2433.99,47.22,104.02,244.96,2017.46,2.19,3219.45,62.46," 1,903,003.13 ",137.59,29.75,,,,
2017.07,2454.10,47.54,105.04,244.79,2017.54,2.32,3248.29,62.92," 1,923,150.05 ",139.03,30.00,,,,
2017.08,2456.22,47.85,106.06,245.52,2017.62,2.21,3241.39,63.15," 1,922,180.52 ",139.96,29.91,,,,
2017.09,2492.84,48.17,107.08,246.82,2017.71,2.20,3272.39,63.23," 1,943,688.23 ",140.57,30.17,,,,
2017.1,2557.00,48.42,108.01,246.66,2017.79,2.36,3358.74,63.61," 1,998,123.55 ",141.88,30.92,,,,
2017.11,2593.61,48.68,108.95,246.67,2017.87,2.35,3406.74,63.94," 2,029,852.23 ",143.10,31.30,,,,
2017.12,2664.34,48.93,109.88,246.52,2017.96,2.40,3501.70,64.31," 2,089,627.61 ",144.41,32.09,,,,
2018.01,2789.80,49.29,111.73,247.87,2018.04,2.58,3646.73,64.43," 2,179,373.82 ",146.05,33.31,,,,
2018.02,2705.16,49.64,113.59,248.99,2018.12,2.86,3520.13,64.60," 2,106,931.07 ",147.81,32.04,,,,
2018.03,2702.77,50.00,115.44,249.55,2018.21,2.84,3509.08,64.92," 2,103,558.43 ",149.88,31.81,,,,
2018.04,2653.63,50.33,117.79,250.55,2018.29,2.87,3431.64,65.09," 2,060,386.98 ",152.32,30.97,,,,
2018.05,2701.49,50.66,120.13,251.59,2018.37,2.98,3479.06,65.24," 2,092,124.35 ",154.71,31.24,,,,
2018.06,2754.35,50.99,122.48,251.99,2018.46,2.91,3541.49,65.56," 2,132,951.94 ",157.48,31.63,,,,
2018.07,2793.64,51.44,125.12,252.01,2018.54,2.89,3591.77,66.14," 2,166,551.28 ",160.86,31.89,,,,
2018.08,2857.82,51.89,127.75,252.15,2018.62,2.89,3672.25,66.68," 2,218,445.87 ",164.16,32.39,,,,
2018.09,2901.50,52.34,130.39,252.44,2018.71,3.00,3724.05,67.18," 2,253,121.09 ",167.35,32.62,,,,
2018.1,2785.46,52.81,131.06,252.89,2018.79,3.15,3568.81,67.66," 2,162,608.37 ",167.91,31.04,,,,
2018.11,2723.23,53.28,131.72,252.04,2018.87,3.12,3500.80,68.49," 2,124,857.57 ",169.33,30.20,,,,
2018.12,2567.31,53.75,132.39,251.23,2018.96,2.83,3310.94,69.32," 2,013,122.51 ",170.74,28.29,,,,
2019.01,2607.39,54.15,133.06,251.71,2019.04,2.71,3356.23,69.70," 2,044,191.47 ",171.27,28.38,,,,
2019.02,2754.86,54.54,133.72,252.78,2019.12,2.68,3531.12,69.91," 2,154,265.12 ",171.40,29.54,,,,
2019.03,2803.98,54.94,134.39,254.20,2019.21,2.57,3573.92,70.03," 2,183,936.16 ",171.29,29.58,,,,
2019.04,2903.80,55.32,134.68,255.55,2019.29,2.53,3681.66,70.14," 2,253,342.06 ",170.76,30.13,,,,
2019.05,2854.71,55.70,134.98,256.09,2019.37,2.40,3611.73,70.47," 2,214,136.77 ",170.77,29.24,,,,
2019.06,2890.17,56.08,135.27,256.14,2019.46,2.06,3655.86,70.93," 2,244,817.29 ",171.11,29.28,,,,
2019.07,2996.11,56.46,134.48,256.57,2019.54,1.63,3783.55,71.30," 2,326,870.76 ",169.82,29.99,,,,
2019.08,2897.50,56.84,133.69,256.56,2019.62,1.63,3659.20,71.78," 2,254,075.86 ",168.83,28.71,,,,
2019.09,2982.16,57.22,132.90,256.76,2019.71,1.70,3763.17,72.21," 2,321,824.89 ",167.71,29.23,,,,
2019.1,2977.68,57.56,135.09,257.35,2019.79,1.71,3748.95,72.47," 2,316,777.95 ",170.08,28.84,,,,
2019.11,3104.90,57.90,137.28,257.21,2019.87,1.81,3911.23,72.94," 2,420,816.95 ",172.93,29.84,,,,
2019.12,3176.75,58.24,139.47,256.97,2019.96,1.86,4005.37,73.43," 2,482,875.60 ",175.85,30.33,,,,
2020.01,3278.20,58.69,131.76,257.97,2020.04,1.76,4117.31,73.71," 2,556,074.61 ",165.48,30.99,,,,
2020.02,3277.31,59.13,124.04,258.68,2020.12,1.50,4104.95,74.07," 2,552,229.33 ",155.37,30.73,,,,
2020.03,2652.39,59.58,116.33,258.12,2020.21,0.87,3329.46,74.79," 2,073,948.87 ",146.03,24.82,,,,
2020.04,2761.98,59.61,110.63,256.39,2020.29,0.66,3490.35,75.33," 2,178,081.58 ",139.80,25.93,,,,
2020.05,2919.62,59.65,104.93,256.39,2020.37,0.67,3689.49,75.38," 2,306,270.40 ",132.60,27.33,,,,
2020.06,3104.66,59.68,99.23,257.80,2020.46,0.73,3901.98,75.01," 2,443,002.71 ",124.71,28.84,,,,
2020.07,3207.62,59.40,98.89,259.10,2020.54,0.62,4011.09,74.28," 2,515,191.51 ",123.67,29.60,,,,
2020.08,3391.71,59.13,98.56,259.92,2020.62,0.65,4227.97,73.70," 2,655,034.49 ",122.86,31.16,,,,
2020.09,3365.52,58.85,98.22,260.28,2020.71,0.68,4189.48,73.26," 2,634,699.83 ",122.27,30.84,,,,
2020.1,3418.70,58.66,96.86,260.39,2020.79,0.79,4253.92,72.99," 2,679,050.73 ",120.52,31.28,,,,
2020.11,3548.99,58.47,95.49,260.23,2020.87,0.87,4418.74,72.80," 2,786,672.70 ",118.90,32.47,,,,
2020.12,3695.31,58.28,94.13,260.47,2020.96,0.93,4596.59,72.49," 2,902,641.97 ",117.09,33.77,,,,
2021.01,3793.75,58.06,105.49,261.58,2021.04,1.08,4699.05,71.92," 2,971,126.90 ",130.66,34.51,,,,
2021.02,3883.43,57.85,116.84,263.01,2021.12,1.26,4783.94,71.26," 3,028,559.84 ",143.94,35.10,,,,
2021.03,3910.51,57.63,128.20,264.88,2021.21,1.61,4783.41,70.50," 3,031,945.07 ",156.82,35.04,,,,
2021.04,4141.18,57.71,138.39,267.05,2021.29,1.64,5024.28,70.02," 3,188,313.75 ",167.90,36.72,,,,
2021.05,4167.85,57.79,148.57,269.20,2021.37,1.62,5016.42,69.55," 3,187,006.70 ",178.82,36.55,,,,
2021.06,4238.49,57.87,158.76,271.70,2021.46,1.52,5054.48,69.01," 3,214,841.90 ",189.32,36.70,,,,
2021.07,4363.71,58.33,164.32,273.00,2021.54,1.32,5178.90,69.22," 3,297,645.60 ",195.01,37.44,,,,
2021.08,4454.21,58.79,169.87,273.57,2021.62,1.28,5275.40,69.63," 3,362,786.44 ",201.19,37.97,,,,
2021.09,4445.54,59.25,175.43,274.31,2021.71,1.37,5250.88,69.99," 3,350,873.19 ",207.21,37.62,,,,
2021.1,4460.71,59.64,182.91,276.59,2021.79,1.58,5225.38,69.86," 3,338,313.86 ",214.27,37.25,,,,
2021.11,4667.39,60.02,190.39,277.95,2021.87,1.56,5440.76,69.96," 3,479,635.12 ",221.94,38.58,,,,
2021.12,4674.77,60.40,197.87,278.80,2021.96,1.47,5432.67,70.19," 3,478,207.01 ",229.95,38.30,,,,
2022.01,4573.82,60.92,197.88,281.15,2022.04,1.76,5271.00,70.21," 3,378,440.22 ",228.05,36.94,,,,
2022.02,4435.98,61.45,197.90,283.72,2022.12,1.93,5065.88,70.17," 3,250,718.90 ",226.00,35.29,,,,
2022.03,4391.27,61.97,197.91,287.50,2022.21,2.13,4948.74,69.84," 3,179,287.66 ",223.03,34.27,,,,
2022.04,4391.30,62.65,196.03,289.11,2022.29,2.75,4921.30,70.22," 3,165,418.99 ",219.69,33.89,,,,
2022.05,4040.36,63.34,194.14,292.30,2022.37,2.90,4478.64,70.21," 2,884,458.25 ",215.20,30.67,,,,
2022.06,3898.95,64.02,192.26,296.31,2022.46,3.14,4263.33,70.00," 2,749,542.48 ",210.23,29.05,,,,
2022.07,3911.73,64.45,190.58,296.28,2022.54,2.90,4277.81,70.48," 2,762,670.95 ",208.42,29.00,,,,
2022.08,4158.56,64.89,188.91,296.17,2022.62,2.90,4549.35,70.98," 2,941,859.30 ",206.66,30.70,,,,
2022.09,3850.52,65.32,187.23,296.81,2022.71,3.52,4203.32,71.30," 2,721,939.51 ",204.38,28.23,,,,
2022.1,3726.05,65.85,182.40,298.01,2022.79,3.98,4051.02,71.60," 2,627,173.93 ",198.31,27.08,,,,
2022.11,3917.49,66.39,177.58,297.71,2022.87,3.89,4263.46,72.25," 2,768,850.53 ",193.26,28.38,,,,
2022.12,3912.38,66.92,172.75,296.80,2022.96,3.62,4271.01,73.05," 2,777,709.87 ",188.59,28.32,,,,
2023.01,3960.66,67.35,173.56,299.17,2023.04,3.53,4289.42,72.94," 2,793,633.16 ",187.96,28.33,,,,
2023.02,4079.68,67.78,174.36,300.84,2023.12,3.75,4393.80,73.00," 2,865,577.31 ",187.79,28.92,,,,
2023.03,3968.56,68.21,175.17,301.84,2023.21,3.66,4260.01,73.22," 2,782,303.61 ",188.03,27.94,,,,
2023.04,4121.47,68.38,177.12,303.36,2023.29,3.46,4401.88,73.03," 2,878,935.71 ",189.17,28.76,,,,
2023.05,4146.17,68.54,179.06,304.13,2023.37,3.57,4417.14,73.02," 2,892,897.61 ",190.77,28.76,,,,
2023.06,4345.37,68.71,181.01,305.11,2023.46,3.75,4614.46,72.96," 3,026,108.66 ",192.22,29.94,,,,
2023.07,4508.08,68.91,182.09,305.69,2023.54,3.90,4778.13,73.04," 3,137,428.87 ",193.00,30.89,,,,
2023.08,4457.36,69.11,183.17,307.03,2023.62,4.17,4703.83,72.93," 3,092,634.38 ",193.30,30.30,,,,
2023.09,4409.10,69.31,184.25,307.79,2023.71,4.38,4641.36,72.96," 3,055,561.87 ",193.96,29.80,,,,
2023.1,4269.40,69.64,186.98,307.67,2023.79,4.80,4496.03,73.34," 2,963,910.28 ",196.90,28.77,,,,
2023.11,4460.06,69.97,189.70,307.05,2023.87,4.50,4706.30,73.84," 3,106,580.54 ",200.18,30.01,,,,
2023.12,4685.05,70.30,192.43,306.75,2023.96,4.02,4948.62,74.26," 3,270,621.69 ",203.26,31.45,,,,
2024.01,4815.61,70.48,192.08,308.42,2024.04,4.06,5058.97,74.04," 3,347,630.73 ",201.79,32.05,,,,
2024.02,5011.96,70.65,191.74,310.33,2024.12,4.21,5232.85,73.76," 3,466,758.80 ",200.19,33.04,,,,
2024.03,5170.57,70.82,191.39,312.33,2024.21,4.21,5363.78,73.47," 3,557,555.36 ",198.54,33.75,,,,
2024.04,5112.49,71.21,193.18,313.55,2024.29,4.54,5282.96,73.58," 3,508,019.31 ",199.62,33.14,,,,
2024.05,5235.23,71.59,194.97,314.07,2024.37,4.48,5400.82,73.86," 3,590,362.18 ",201.14,33.77,,,,
2024.06,5415.14,71.98,196.76,314.18,2024.46,4.31,5584.54,74.23," 3,716,608.56 ",202.92,34.81,,,,
2024.07,5538.00,72.45,197.93,314.54,2024.54,4.25,5704.62,74.63," 3,800,662.90 ",203.88,35.44,,,,
2024.08,5478.21,72.93,199.10,314.80,2024.62,3.87,5638.44,75.06," 3,760,739.60 ",204.92,34.92,,,,
2024.09,5621.26,73.40,200.27,315.30,2024.71,3.72,5776.40,75.43," 3,856,950.88 ",205.80,35.66,,,,
2024.1,5792.32,73.88,203.57,315.66,2024.79,4.10,5945.34,75.83," 3,973,969.72 ",208.95,36.59,,,,
2024.11,5929.92,74.35,206.87,315.49,2024.87,4.36,6089.87,76.36," 4,074,829.78 ",212.45,37.35,,,,
2024.12,6010.91,74.83,210.17,315.61,2024.96,4.39,6170.85,76.82," 4,133,302.88 ",215.76,37.71,,,,
2025.01,5979.52,75.27,212.34,317.67,2025.04,4.63,6098.70,76.77," 4,089,260.19 ",216.58,37.13,,,,
2025.02,6038.69,75.71,214.52,319.08,2025.12,4.45,6131.82,76.88," 4,115,761.91 ",217.83,37.19,,,,
2025.03,5683.98,76.15,216.69,319.80,2025.21,4.28,5758.70,77.15," 3,869,635.62 ",219.54,34.78,,,,
2025.04,5369.50,76.55,218.64,320.80,2025.29,4.28,5423.19,77.31," 3,648,513.17 ",220.82,32.62,,,,
2025.05,5810.92,76.95,220.58,321.47,2025.37,4.42,5856.80,77.56," 3,944,574.44 ",222.32,35.08,,,,
2025.06,6029.95,77.35,222.53,322.56,2025.46,4.38,6056.91,77.70," 4,083,710.55 ",223.52,36.11,,,,
2025.07,6296.50,77.73,226.77,323.05,2025.54,4.39,6315.11,77.96," 4,262,177.63 ",227.44,37.47,,,,
2025.08,6408.95,78.10,231.01,323.98,2025.62,4.26,6409.48,78.11," 4,330,263.82 ",231.03,37.85,,,,
2025.09,6584.02,78.48,235.25,324.80,2025.71,4.12,6567.86,78.29," 4,441,672.32 ",234.67,38.58,,,,
2025.1,6735.69,78.63,,325.21,2025.79,4.06,6710.65,78.33," 4,542,651.52 ",,39.21,,,,
2025.11,6740.89,78.77,,324.12,2025.87,4.09,6738.41,78.74," 4,565,884.92 ",,39.27,,,,
2025.12,6853.03,78.92,,324.05,2025.96,4.14,6851.95,78.91," 4,647,271.47 ",,39.83,,,,
2026.01,6929.12,,,324.02,2026.04,4.21,6928.76,," 4,699,368.21 ",,40.17,,,,
2026.02,6882.72,,,324.00,2026.12,4.28,6882.72,," 4,668,143.04 ",,39.80,,,,
,Feb price is Feb 4th close,,,Oct/Jan/Feb CPI estimated,,Feb GS10 is Feb 4th value,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
